Dates,Day Of Week,Load,Temp,Dew Point,Humidity,Cloud Cover
1/8/2014 5:00,4,2028,46,44,93,100
1/8/2014 22:00,4,2304,53,49,86,30
1/9/2014 1:00,5,1827,54,49,83,100
1/9/2014 7:00,5,2416,55,47,74,100
1/9/2014 16:00,5,2555,58,47,67,30
1/10/2014 2:00,6,1839,47,44,90,30
1/10/2014 8:00,6,2398,49,45,86,30
1/10/2014 11:00,6,2496,67,43,42,30
1/10/2014 19:00,6,2772,51,41,69,30
1/11/2014 0:00,7,1949,48,39,71,30
1/11/2014 5:00,7,1888,47,36,66,0
1/11/2014 6:00,7,2026,47,36,66,0
1/11/2014 22:00,7,2248,46,40,79,30
2/14/2014 3:00,6,1770,48,35,61,0
2/14/2014 16:00,6,2605,76,42,30,30
2/14/2014 23:00,6,2065,51,38,61,30
2/15/2014 9:00,7,2177,70,29,22,70
2/15/2014 10:00,7,2248,78,22,12,70
2/16/2014 4:00,1,1693,47,46,97,100
2/16/2014 22:00,1,2195,51,47,86,30
2/17/2014 3:00,2,1752,49,47,93,100
2/17/2014 16:00,2,2505,59,51,75,70
2/18/2014 9:00,3,2426,57,46,67,70
2/18/2014 10:00,3,2458,60,46,60,30
2/18/2014 21:00,3,2543,53,48,83,30
2/19/2014 0:00,4,1887,52,48,86,70
2/19/2014 22:00,4,2301,48,44,86,30
2/20/2014 3:00,5,1814,46,43,89,30
2/20/2014 15:00,5,2605,79,43,28,70
2/20/2014 16:00,5,2622,72,45,38,70
2/21/2014 2:00,6,1800,52,48,86,100
2/21/2014 21:00,6,2496,52,47,83,30
2/22/2014 0:00,7,1900,50,44,80,30
2/22/2014 22:00,7,2212,48,36,63,0
2/23/2014 7:00,1,1923,47,35,63,70
2/23/2014 15:00,1,2157,71,41,34,30
2/23/2014 16:00,1,2230,69,46,44,0
2/24/2014 2:00,2,1755,47,44,90,70
2/24/2014 8:00,2,2435,55,49,80,30
2/24/2014 21:00,2,2549,57,52,83,70
2/25/2014 0:00,3,1870,58,51,78,100
2/25/2014 6:00,3,2221,56,49,77,70
2/25/2014 22:00,3,2262,57,49,74,70
2/26/2014 1:00,4,1793,48,46,93,30
2/26/2014 7:00,4,2373,57,48,72,70
2/26/2014 12:00,4,2552,66,45,47,70
2/26/2014 11:00,4,2565,65,44,47,70
2/26/2014 16:00,4,2528,65,49,56,70
2/26/2014 20:00,4,2742,54,48,80,30
2/26/2014 22:00,4,2253,54,49,83,0
2/26/2014 23:00,4,2013,53,49,86,30
2/27/2014 17:00,5,2744,62,56,80,100
2/28/2014 12:00,6,2691,62,61,96,100
2/28/2014 18:00,6,2881,57,54,90,70
2/28/2014 21:00,6,2505,57,54,90,70
3/1/2014 6:00,7,1903,55,52,90,70
3/1/2014 9:00,7,2283,59,54,83,70
3/1/2014 10:00,7,2323,54,50,87,100
3/1/2014 11:00,7,2317,60,54,80,70
3/1/2014 16:00,7,2322,62,51,67,100
3/1/2014 19:00,7,2681,53,50,89,70
3/1/2014 20:00,7,2582,54,50,87,70
3/1/2014 22:00,7,2238,52,49,89,70
3/2/2014 14:00,1,2242,61,51,70,100
3/2/2014 17:00,1,2495,61,50,67,70
3/3/2014 12:00,2,2438,65,49,56,30
3/4/2014 5:00,3,1949,55,51,87,70
3/4/2014 6:00,3,2217,55,50,83,70
3/4/2014 9:00,3,2513,58,49,72,70
3/4/2014 10:00,3,2522,60,49,67,70
3/4/2014 11:00,3,2483,61,50,66,70
3/4/2014 15:00,3,2427,64,49,58,30
3/4/2014 16:00,3,2457,62,50,65,30
3/4/2014 19:00,3,2831,58,51,78,30
3/4/2014 20:00,3,2721,55,51,87,30
3/5/2014 14:00,4,2499,64,54,70,70
3/7/2014 4:00,6,1755,57,54,90,100
3/7/2014 5:00,6,1916,58,54,87,100
3/7/2014 6:00,6,2148,58,55,90,100
2/16/2014 11:00,1,2115,65,50,59,70
2/16/2014 15:00,1,2182,76,46,35,70
2/16/2014 16:00,1,2253,74,36,25,70
2/16/2014 19:00,1,2639,58,53,84,30
2/16/2014 20:00,1,2542,54,51,90,30
2/17/2014 14:00,2,2404,68,48,49,30
2/17/2014 17:00,2,2740,57,49,74,100
2/19/2014 4:00,4,1794,54,49,83,100
2/19/2014 5:00,4,1971,55,49,80,100
2/19/2014 6:00,4,2261,55,49,80,100
2/19/2014 7:00,4,2418,55,49,80,100
2/19/2014 9:00,4,2515,55,49,80,100
2/19/2014 10:00,4,2490,58,49,72,70
2/19/2014 15:00,4,2490,63,48,58,30
2/19/2014 16:00,4,2535,61,49,65,30
2/19/2014 19:00,4,2863,54,48,80,30
2/19/2014 20:00,4,2765,50,46,86,30
2/20/2014 8:00,5,2441,55,49,80,30
2/20/2014 13:00,5,2634,80,41,25,30
2/20/2014 14:00,5,2632,80,43,27,30
2/22/2014 4:00,7,1740,50,36,59,30
2/22/2014 5:00,7,1818,50,33,52,30
2/22/2014 6:00,7,1910,50,32,50,30
2/22/2014 7:00,7,1995,52,31,45,70
2/22/2014 9:00,7,2196,65,30,27,70
2/22/2014 10:00,7,2245,69,24,18,70
2/22/2014 15:00,7,2221,72,34,25,70
2/22/2014 19:00,7,2624,56,35,46,70
2/23/2014 0:00,1,1871,48,35,61,0
2/23/2014 3:00,1,1711,46,38,73,30
2/23/2014 8:00,1,2007,58,35,42,70
2/23/2014 13:00,1,2100,75,28,18,30
2/23/2014 14:00,1,2120,70,43,38,30
2/12/2014 3:00,4,1746,49,40,71,30
2/13/2014 5:00,5,1969,50,37,61,30
2/13/2014 9:00,5,2486,72,33,24,30
2/13/2014 23:00,5,2043,52,38,59,0
2/14/2014 0:00,6,1887,54,37,53,0
2/14/2014 13:00,6,2566,78,36,22,30
2/14/2014 14:00,6,2574,77,38,24,30
2/15/2014 3:00,7,1726,48,38,68,0
2/16/2014 2:00,1,1710,56,54,93,100
2/16/2014 23:00,1,1989,49,46,90,30
2/17/2014 0:00,2,1853,50,44,80,30
2/17/2014 13:00,2,2399,64,51,63,30
2/18/2014 1:00,3,1833,56,48,75,100
2/18/2014 12:00,3,2505,65,46,51,70
2/19/2014 2:00,4,1781,52,48,86,100
2/19/2014 11:00,4,2475,61,48,63,70
2/19/2014 23:00,4,2065,47,44,90,30
2/20/2014 0:00,5,1918,48,44,86,30
2/21/2014 1:00,6,1813,52,49,89,70
2/21/2014 12:00,6,2541,75,25,15,70
2/22/2014 2:00,7,1786,50,41,71,30
2/22/2014 11:00,7,2260,72,21,15,70
2/22/2014 16:00,7,2266,69,34,27,70
2/22/2014 20:00,7,2535,54,38,55,70
2/22/2014 23:00,7,2015,48,35,61,0
2/23/2014 18:00,1,2732,59,46,62,30
2/24/2014 1:00,2,1758,50,46,86,70
2/24/2014 12:00,2,2506,71,47,42,30
2/24/2014 22:00,2,2269,58,51,78,100
2/25/2014 11:00,3,2484,68,49,51,30
2/25/2014 16:00,3,2540,64,50,60,70
2/25/2014 19:00,3,2888,59,50,72,70
2/25/2014 20:00,3,2766,59,50,72,70
1/12/2014 1:00,1,1799,51,49,92,100
1/12/2014 7:00,1,1963,45,43,93,70
1/12/2014 12:00,1,2061,60,48,65,30
1/12/2014 13:00,1,2056,64,48,56,30
1/12/2014 14:00,1,2030,63,49,60,30
1/13/2014 2:00,2,1768,45,36,71,0
1/13/2014 8:00,2,2418,54,23,30,0
1/13/2014 11:00,2,2550,74,9,8,0
1/13/2014 17:00,2,2911,68,16,13,0
1/13/2014 19:00,2,2874,55,21,26,0
1/14/2014 0:00,3,1903,51,11,20,0
1/14/2014 5:00,3,2049,47,13,25,0
1/14/2014 6:00,3,2378,46,12,25,0
1/14/2014 23:00,3,2048,50,14,24,0
1/15/2014 12:00,4,2635,84,5,5,0
1/15/2014 13:00,4,2681,85,8,5,0
1/15/2014 14:00,4,2696,83,5,5,0
1/16/2014 2:00,5,1795,48,13,24,0
1/16/2014 8:00,5,2471,63,11,13,0
1/16/2014 17:00,5,2913,74,17,11,0
1/16/2014 19:00,5,2844,58,20,23,0
1/16/2014 20:00,5,2712,57,6,13,0
1/17/2014 6:00,6,2249,53,6,15,0
1/17/2014 18:00,6,2841,66,22,19,30
1/17/2014 23:00,6,2053,54,16,22,30
1/18/2014 9:00,7,2181,70,4,7,30
1/18/2014 12:00,7,2283,80,2,5,70
1/18/2014 13:00,7,2281,80,3,5,70
1/18/2014 14:00,7,2277,78,3,5,70
1/19/2014 8:00,1,2045,58,11,15,70
1/19/2014 17:00,1,2613,65,23,20,30
1/19/2014 19:00,1,2644,57,22,26,30
1/19/2014 20:00,1,2531,54,22,29,30
1/1/2014 8:00,4,2141,49,28,44,30
1/1/2014 9:00,4,2250,60,28,30,30
1/1/2014 11:00,4,2301,63,24,23,0
1/1/2014 13:00,4,2262,69,30,23,30
1/1/2014 14:00,4,2199,71,38,30,30
1/1/2014 19:00,4,2716,49,41,74,30
1/2/2014 17:00,5,2946,63,34,34,30
1/3/2014 12:00,6,2621,72,33,24,70
1/3/2014 18:00,6,2908,53,46,77,70
1/4/2014 8:00,7,2145,52,39,61,70
1/4/2014 9:00,7,2206,59,44,58,70
1/4/2014 14:00,7,2171,65,48,54,30
1/4/2014 19:00,7,2716,50,45,83,30
1/4/2014 20:00,7,2632,49,45,86,30
1/5/2014 23:00,1,1992,54,11,18,0
1/6/2014 12:00,2,2529,73,3,6,0
1/6/2014 18:00,2,2935,60,27,28,30
1/7/2014 8:00,3,2511,55,10,16,30
1/7/2014 9:00,3,2485,64,8,11,30
1/7/2014 10:00,3,2487,65,6,10,30
1/7/2014 19:00,3,2881,55,48,77,70
1/7/2014 20:00,3,2780,54,49,83,30
1/7/2014 21:00,3,2570,50,46,86,30
1/8/2014 23:00,4,2067,54,49,83,100
1/9/2014 12:00,5,2486,62,46,56,70
1/10/2014 9:00,6,2490,60,44,56,30
1/10/2014 10:00,6,2511,64,43,46,30
1/10/2014 20:00,6,2668,50,42,74,30
1/10/2014 21:00,6,2519,49,40,71,30
1/11/2014 3:00,7,1819,45,37,74,0
1/11/2014 23:00,7,2044,50,44,80,100
1/13/2014 4:00,2,1828,44,27,51,0
1/13/2014 10:00,2,2544,72,11,9,0
3/7/2014 7:00,6,2323,58,55,90,100
3/7/2014 9:00,6,2498,59,53,81,100
3/7/2014 10:00,6,2527,60,53,78,100
3/7/2014 15:00,6,2479,67,54,63,70
3/7/2014 16:00,6,2492,63,53,70,70
3/7/2014 19:00,6,2747,60,53,78,70
3/7/2014 20:00,6,2641,59,53,81,30
3/8/2014 8:00,7,2082,68,40,36,30
3/8/2014 13:00,7,2237,79,26,14,0
3/8/2014 14:00,7,2243,80,24,13,30
3/10/2014 4:00,2,1734,56,27,33,0
3/10/2014 5:00,2,1884,52,29,41,0
3/10/2014 7:00,2,2325,55,27,34,0
3/10/2014 9:00,2,2449,68,25,20,0
3/10/2014 15:00,2,2611,77,33,20,0
3/11/2014 0:00,3,1892,52,46,80,30
3/11/2014 3:00,3,1704,50,43,77,30
3/11/2014 8:00,3,2386,54,39,57,30
3/11/2014 13:00,3,2566,71,48,44,70
3/11/2014 14:00,3,2543,71,48,44,70
3/13/2014 2:00,5,1729,57,51,81,70
3/13/2014 4:00,5,1751,57,51,81,70
3/13/2014 5:00,5,1905,56,49,77,70
3/13/2014 7:00,5,2370,56,49,77,70
3/14/2014 0:00,6,1876,54,48,80,30
3/14/2014 3:00,6,1698,48,44,86,30
3/14/2014 8:00,6,2385,53,48,83,0
3/14/2014 13:00,6,2459,69,47,45,0
3/16/2014 2:00,1,1718,58,45,62,0
3/16/2014 7:00,1,1851,53,31,43,0
3/17/2014 0:00,2,1859,54,31,42,30
3/17/2014 3:00,2,1683,52,30,43,30
3/17/2014 13:00,2,2608,77,42,29,30
2/26/2014 15:00,4,2506,66,49,54,30
2/27/2014 2:00,5,1760,56,49,77,30
2/27/2014 8:00,5,2500,56,54,93,100
2/27/2014 11:00,5,2611,60,57,90,100
2/27/2014 21:00,5,2509,60,56,86,70
2/28/2014 0:00,6,1862,59,57,93,100
2/28/2014 5:00,6,1954,60,57,90,100
2/28/2014 6:00,6,2246,61,59,93,100
3/1/2014 1:00,7,1818,59,55,87,70
3/1/2014 7:00,7,1980,56,52,87,70
3/1/2014 12:00,7,2319,63,52,68,70
3/1/2014 14:00,7,2294,62,52,70,100
3/1/2014 15:00,7,2286,61,51,70,100
3/2/2014 2:00,1,1748,54,51,90,70
3/2/2014 8:00,1,1844,55,52,90,70
3/2/2014 11:00,1,2314,56,54,93,100
3/2/2014 20:00,1,2608,55,50,83,30
3/3/2014 5:00,2,2000,47,45,93,0
3/3/2014 6:00,2,2245,47,44,90,30
3/3/2014 18:00,2,2920,58,51,78,70
3/4/2014 1:00,3,1782,52,49,89,70
3/4/2014 7:00,3,2360,55,49,80,70
3/4/2014 12:00,3,2443,70,55,58,70
3/4/2014 13:00,3,2435,71,54,55,70
3/4/2014 14:00,3,2426,65,50,59,30
3/5/2014 8:00,4,2368,57,51,81,30
3/5/2014 11:00,4,2470,68,51,55,30
3/5/2014 17:00,4,2665,61,54,78,70
3/5/2014 19:00,4,2852,58,54,87,100
3/5/2014 20:00,4,2741,58,54,87,100
3/6/2014 5:00,5,1941,57,54,90,100
3/6/2014 6:00,5,2191,57,54,90,100
3/6/2014 18:00,5,2906,60,53,78,70
2/25/2014 2:00,3,1779,58,50,75,100
2/25/2014 4:00,3,1774,57,50,78,100
2/25/2014 5:00,3,1952,57,50,78,100
2/25/2014 7:00,3,2357,56,49,77,70
2/25/2014 15:00,3,2507,67,49,53,30
2/26/2014 0:00,4,1871,50,46,86,70
2/26/2014 3:00,4,1732,49,48,96,70
2/26/2014 8:00,4,2420,59,49,69,70
2/26/2014 13:00,4,2543,65,48,54,70
2/26/2014 14:00,4,2520,65,48,54,70
2/28/2014 2:00,6,1767,59,56,90,100
2/28/2014 4:00,6,1776,59,56,90,70
2/28/2014 7:00,6,2431,61,60,97,100
3/1/2014 0:00,7,1914,58,54,87,70
3/1/2014 3:00,7,1731,54,51,90,70
3/1/2014 8:00,7,2136,58,53,84,70
3/1/2014 13:00,7,2304,62,52,70,100
3/2/2014 1:00,1,1803,52,49,89,30
3/3/2014 2:00,2,1732,50,47,89,30
3/4/2014 0:00,3,1867,52,49,89,30
3/4/2014 3:00,3,1721,52,49,89,70
3/5/2014 1:00,4,1786,51,48,89,30
3/5/2014 23:00,4,2026,58,55,90,100
3/6/2014 2:00,5,1733,57,54,90,100
3/7/2014 18:00,6,2801,61,53,75,70
3/7/2014 21:00,6,2481,55,51,87,30
3/8/2014 1:00,7,1792,54,49,83,30
3/8/2014 22:00,7,2197,58,35,42,30
3/8/2014 23:00,7,2000,57,35,44,30
3/9/2014 17:00,1,2395,77,27,16,70
3/10/2014 12:00,2,2583,80,26,14,0
3/10/2014 18:00,2,2670,72,40,31,30
3/10/2014 21:00,2,2617,60,51,72,30
1/20/2014 3:00,2,1721,45,20,37,30
1/20/2014 18:00,2,2910,60,32,35,30
1/20/2014 23:00,2,2001,49,27,43,30
1/21/2014 9:00,3,2501,70,10,10,70
1/21/2014 12:00,3,2557,76,12,9,70
1/21/2014 14:00,3,2532,76,16,10,70
1/22/2014 4:00,4,1747,52,45,77,30
1/22/2014 17:00,4,2756,63,43,48,30
1/22/2014 20:00,4,2656,49,45,86,30
1/23/2014 3:00,5,1749,44,42,93,100
1/23/2014 18:00,5,2869,55,48,77,70
1/23/2014 23:00,5,2024,51,46,83,70
1/24/2014 9:00,6,2516,64,39,40,100
1/24/2014 10:00,6,2536,67,37,33,100
1/25/2014 4:00,7,1872,60,49,67,70
1/25/2014 20:00,7,2485,56,43,62,0
1/26/2014 3:00,1,1723,50,42,74,30
1/26/2014 18:00,1,2708,60,46,60,70
1/27/2014 9:00,2,2392,59,53,81,30
1/27/2014 10:00,2,2400,61,51,70,70
1/27/2014 13:00,2,2459,66,49,54,30
1/28/2014 4:00,3,1755,47,44,90,0
1/28/2014 17:00,3,2804,58,51,78,70
1/29/2014 3:00,4,1755,51,49,92,100
1/29/2014 23:00,4,1967,53,50,89,100
1/30/2014 9:00,5,2320,57,49,74,100
1/30/2014 10:00,5,2445,61,50,67,70
1/31/2014 4:00,6,1686,56,53,90,100
2/1/2014 3:00,7,1801,45,42,90,30
2/1/2014 16:00,7,2205,59,35,41,30
2/1/2014 23:00,7,2085,42,34,73,0
2/2/2014 9:00,1,2223,53,28,38,70
2/2/2014 10:00,1,2197,57,28,33,30
1/1/2014 1:00,4,1986,41,34,76,30
1/2/2014 2:00,5,1815,41,36,82,0
1/2/2014 11:00,5,2661,73,29,19,30
1/2/2014 19:00,5,2886,53,34,48,30
1/2/2014 23:00,5,2097,50,46,86,30
1/3/2014 0:00,6,1934,42,38,85,30
1/3/2014 21:00,6,2555,51,46,83,70
1/4/2014 1:00,7,1838,52,44,75,100
1/4/2014 12:00,7,2196,71,29,21,70
1/5/2014 2:00,1,1803,46,44,93,30
1/5/2014 11:00,1,2146,73,27,18,30
1/5/2014 15:00,1,2200,70,29,22,30
1/5/2014 17:00,1,2722,63,36,37,30
1/5/2014 19:00,1,2710,49,35,59,0
1/6/2014 0:00,2,1857,48,13,24,0
1/6/2014 21:00,2,2576,52,15,23,0
1/7/2014 12:00,3,2478,68,20,16,70
1/8/2014 2:00,4,1821,52,51,97,100
1/8/2014 15:00,4,2506,63,49,60,30
1/8/2014 16:00,4,2591,60,49,67,30
1/8/2014 17:00,4,2939,56,48,75,30
1/8/2014 19:00,4,2893,49,45,86,70
1/8/2014 20:00,4,2774,53,48,83,70
1/9/2014 18:00,5,2954,51,46,83,30
1/9/2014 21:00,5,2568,46,42,86,30
1/10/2014 12:00,6,2479,66,43,43,30
1/10/2014 22:00,6,2316,47,39,74,30
1/11/2014 7:00,7,2105,49,34,56,30
1/11/2014 15:00,7,2187,67,43,42,30
1/11/2014 16:00,7,2334,66,41,40,30
1/11/2014 17:00,7,2691,59,43,56,30
1/11/2014 19:00,7,2672,50,46,86,30
1/11/2014 20:00,7,2581,48,41,77,30
3/7/2014 1:00,6,1771,59,56,90,100
3/7/2014 12:00,6,2507,63,53,70,70
3/7/2014 13:00,6,2509,66,53,63,70
3/7/2014 14:00,6,2496,67,53,61,70
3/8/2014 11:00,7,2244,79,28,15,0
3/8/2014 17:00,7,2447,75,34,22,30
3/8/2014 19:00,7,2650,70,29,22,30
3/8/2014 20:00,7,2553,67,28,23,30
3/9/2014 5:00,1,1727,56,28,34,30
3/9/2014 18:00,1,2511,76,27,16,30
3/9/2014 23:00,1,2031,56,36,47,0
3/10/2014 10:00,2,2509,75,21,13,0
3/10/2014 13:00,2,2611,80,22,11,0
3/11/2014 4:00,3,1747,49,41,74,30
3/11/2014 17:00,3,2538,69,50,51,70
3/11/2014 19:00,3,2846,61,51,70,30
3/11/2014 20:00,3,2781,57,51,81,30
3/12/2014 18:00,4,2577,63,51,65,30
3/12/2014 23:00,4,2065,54,49,83,30
3/13/2014 9:00,5,2464,58,49,72,70
3/13/2014 10:00,5,2473,60,48,65,70
3/13/2014 13:00,5,2482,65,45,49,70
3/14/2014 4:00,6,1744,48,44,86,30
3/14/2014 17:00,6,2463,67,49,53,0
3/15/2014 3:00,7,1699,56,53,90,70
3/15/2014 23:00,7,2073,59,46,62,0
3/16/2014 9:00,1,2063,74,21,14,0
3/16/2014 10:00,1,2155,81,27,14,0
3/17/2014 4:00,2,1734,54,28,37,30
3/18/2014 3:00,3,1713,59,49,69,70
3/18/2014 16:00,3,2528,67,50,55,70
3/18/2014 23:00,3,2029,53,47,80,70
3/19/2014 9:00,4,2414,58,50,75,30
3/18/2014 1:00,3,1789,59,51,75,70
3/19/2014 2:00,4,1718,55,50,83,70
3/20/2014 0:00,5,1870,52,48,86,30
3/20/2014 3:00,5,1697,52,48,86,30
3/21/2014 1:00,6,1794,59,50,72,70
3/21/2014 22:00,6,2268,57,49,74,100
3/21/2014 23:00,6,2056,59,48,67,100
3/22/2014 2:00,7,1760,59,48,67,100
3/23/2014 18:00,1,2342,61,51,70,30
3/23/2014 21:00,1,2412,60,52,75,100
3/24/2014 1:00,2,1734,60,52,75,100
3/24/2014 11:00,2,2599,64,50,60,70
3/24/2014 22:00,2,2247,59,51,75,70
3/24/2014 23:00,2,2010,59,51,75,70
3/25/2014 17:00,3,2498,62,51,67,100
3/26/2014 12:00,4,2467,63,47,56,70
3/26/2014 18:00,4,2497,60,47,62,70
3/26/2014 21:00,4,2541,57,48,72,30
3/27/2014 11:00,5,2484,63,45,52,70
3/27/2014 16:00,5,2424,65,45,49,70
3/27/2014 20:00,5,2697,55,45,69,30
3/27/2014 22:00,5,2275,50,44,80,30
3/27/2014 23:00,5,2032,49,43,80,30
3/28/2014 17:00,6,2410,65,49,56,70
3/29/2014 12:00,7,2223,71,51,49,70
3/29/2014 18:00,7,2190,66,50,56,30
3/29/2014 21:00,7,2423,60,52,75,70
3/30/2014 6:00,1,1795,57,52,83,70
3/30/2014 10:00,1,2089,64,49,58,70
3/30/2014 11:00,1,2099,65,49,56,70
3/30/2014 16:00,1,2139,65,46,51,30
3/30/2014 19:00,1,2538,60,49,67,30
3/30/2014 20:00,1,2563,59,50,72,30
3/11/2014 1:00,3,1785,51,44,77,30
3/11/2014 11:00,3,2518,68,36,31,70
3/11/2014 22:00,3,2319,55,50,83,30
3/11/2014 23:00,3,2064,53,50,89,30
3/12/2014 17:00,4,2534,66,51,59,30
3/13/2014 12:00,5,2477,65,46,51,70
3/13/2014 18:00,5,2522,62,47,58,30
3/13/2014 21:00,5,2546,56,48,75,30
3/14/2014 6:00,6,2211,50,46,86,30
3/14/2014 10:00,6,2445,64,48,56,0
3/14/2014 11:00,6,2457,68,46,45,0
3/14/2014 16:00,6,2455,69,45,42,0
3/14/2014 19:00,6,2692,61,50,67,30
3/14/2014 20:00,6,2660,58,52,81,30
3/14/2014 22:00,6,2313,52,48,86,30
3/14/2014 23:00,6,2086,52,48,86,30
3/15/2014 17:00,7,2363,71,52,51,0
3/16/2014 12:00,1,2276,90,29,11,0
3/16/2014 18:00,1,2546,77,37,24,30
3/16/2014 21:00,1,2529,63,31,30,30
3/17/2014 6:00,2,2197,48,32,54,30
3/17/2014 9:00,2,2478,64,39,40,30
3/17/2014 10:00,2,2548,69,41,36,30
3/17/2014 11:00,2,2594,72,45,38,0
3/17/2014 15:00,2,2594,69,54,59,30
3/17/2014 16:00,2,2594,69,49,49,30
3/17/2014 19:00,2,2827,62,53,73,30
3/17/2014 20:00,2,2771,59,52,78,30
3/17/2014 22:00,2,2299,59,52,78,100
3/18/2014 14:00,3,2548,70,50,49,70
3/18/2014 17:00,3,2580,66,50,56,70
3/19/2014 12:00,4,2557,74,44,34,0
3/20/2014 4:00,5,1744,50,45,83,30
2/2/2014 21:00,1,2443,47,43,86,30
2/3/2014 22:00,2,2305,49,45,86,30
2/4/2014 3:00,3,1823,47,44,90,70
2/4/2014 15:00,3,2412,59,39,48,70
2/4/2014 16:00,3,2483,59,40,49,70
2/5/2014 9:00,4,2492,56,43,62,30
2/5/2014 21:00,4,2572,48,42,80,30
2/6/2014 0:00,5,1875,50,44,80,30
2/6/2014 22:00,5,2312,52,49,89,100
2/7/2014 3:00,6,1814,53,51,93,100
2/7/2014 15:00,6,2387,61,47,60,30
2/7/2014 16:00,6,2439,60,48,65,30
2/8/2014 2:00,7,1812,48,45,89,0
2/8/2014 8:00,7,2157,51,47,86,30
2/8/2014 21:00,7,2436,55,51,87,70
2/9/2014 0:00,1,1892,56,52,87,100
2/9/2014 6:00,1,1863,55,50,83,70
2/9/2014 22:00,1,2175,55,51,87,70
2/10/2014 1:00,2,1740,50,47,89,70
2/10/2014 7:00,2,2391,48,45,89,70
2/10/2014 12:00,2,2476,63,50,63,70
2/10/2014 15:00,2,2459,62,51,67,70
2/11/2014 2:00,3,1738,47,44,90,30
2/11/2014 8:00,3,2465,52,48,86,30
2/11/2014 11:00,3,2493,68,47,47,30
2/11/2014 21:00,3,2531,56,51,84,30
2/12/2014 0:00,4,1863,50,47,89,30
2/12/2014 6:00,4,2293,48,38,68,30
2/13/2014 1:00,5,1797,54,38,55,30
2/13/2014 7:00,5,2376,51,37,59,30
2/13/2014 12:00,5,2605,82,37,20,70
2/13/2014 14:00,5,2657,82,38,21,30
2/13/2014 15:00,5,2645,80,35,20,70
2/26/2014 18:00,4,2918,59,50,72,70
2/26/2014 21:00,4,2526,53,48,83,70
2/27/2014 1:00,5,1777,55,50,83,70
2/27/2014 12:00,5,2579,61,58,90,100
2/27/2014 22:00,5,2240,60,56,86,70
2/28/2014 11:00,6,2719,63,60,90,100
2/28/2014 15:00,6,2581,63,59,87,100
2/28/2014 16:00,6,2636,63,57,81,100
2/28/2014 17:00,6,2755,55,53,93,100
2/28/2014 19:00,6,2790,57,54,90,70
2/28/2014 20:00,6,2673,57,54,90,70
3/1/2014 18:00,7,2740,54,49,83,100
3/1/2014 21:00,7,2439,51,48,89,70
3/2/2014 22:00,1,2213,54,50,87,30
3/3/2014 4:00,2,1804,48,45,89,30
3/3/2014 7:00,2,2386,50,47,89,70
3/3/2014 15:00,2,2454,64,50,60,70
3/3/2014 16:00,2,2478,62,50,65,70
3/3/2014 17:00,2,2653,61,51,70,70
3/3/2014 19:00,2,2878,57,52,83,70
3/3/2014 20:00,2,2767,57,53,87,70
3/4/2014 8:00,3,2463,56,49,77,70
3/4/2014 18:00,3,2868,58,51,78,30
3/4/2014 21:00,3,2519,54,50,87,30
3/5/2014 6:00,4,2219,48,45,89,30
3/5/2014 9:00,4,2401,60,52,75,30
3/5/2014 10:00,4,2444,63,52,68,30
3/5/2014 22:00,4,2258,58,55,90,100
3/6/2014 4:00,5,1767,57,55,93,100
3/6/2014 7:00,5,2367,57,54,90,100
3/6/2014 14:00,5,2537,70,51,51,70
3/6/2014 15:00,5,2517,68,52,57,70
3/6/2014 17:00,5,2660,64,52,65,70
1/1/2014 0:00,4,2096,41,35,79,30
1/1/2014 3:00,4,1896,39,32,76,30
1/1/2014 15:00,4,2210,69,39,33,30
1/1/2014 22:00,4,2255,46,40,79,30
1/2/2014 1:00,5,1855,43,38,82,0
1/3/2014 2:00,6,1829,49,32,52,30
1/3/2014 4:00,6,1878,44,29,55,30
1/4/2014 0:00,7,1929,53,44,72,100
1/4/2014 3:00,7,1766,51,41,69,100
1/4/2014 5:00,7,1831,50,40,68,30
1/4/2014 15:00,7,2239,63,51,65,30
1/4/2014 16:00,7,2380,61,52,72,30
1/4/2014 22:00,7,2293,49,45,86,30
1/5/2014 1:00,1,1828,47,44,90,30
1/6/2014 2:00,2,1788,53,9,17,0
1/6/2014 4:00,2,1831,56,6,13,0
1/7/2014 0:00,3,1926,49,15,26,0
1/7/2014 5:00,3,2064,49,10,21,0
1/7/2014 6:00,3,2385,47,11,23,0
1/7/2014 7:00,3,2506,45,9,23,0
1/7/2014 15:00,3,2460,69,39,33,30
1/7/2014 16:00,3,2518,65,45,49,30
1/7/2014 22:00,3,2306,55,49,80,70
1/8/2014 1:00,4,1834,52,51,97,100
1/8/2014 11:00,4,2499,61,48,63,30
1/8/2014 13:00,4,2488,67,45,45,30
1/9/2014 2:00,5,1809,54,49,83,100
1/9/2014 17:00,5,2891,56,47,72,30
1/10/2014 0:00,6,1932,47,43,86,30
1/10/2014 5:00,6,2052,43,40,89,30
1/10/2014 6:00,6,2357,43,40,89,30
1/10/2014 7:00,6,2442,45,41,86,30
1/10/2014 15:00,6,2468,69,41,36,30
3/30/2014 22:00,1,2173,52,46,80,0
3/31/2014 17:00,2,2420,62,45,54,30
4/1/2014 21:00,3,2526,55,41,59,30
4/2/2014 12:00,4,2400,59,39,48,70
4/2/2014 16:00,4,2333,59,37,44,70
4/2/2014 17:00,4,2378,59,39,48,70
4/3/2014 2:00,5,1771,46,41,83,30
